id,table_id,created_at,updated_at,tblidx,wszName,seTblidx,bSeType,byRvType,byExclIdx,byMinLevel,byMaxLevel,byFrequency,wEnchant_Value,byKind,dwEquip,byGroupNo,wMaxValue,bIsSuperior,bIsExcellent,bIsRare,bIsLegendary
021498e3-827a-4d53-ad83-0d1fcc5b245d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,391,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,8,0,1,44,true,true,true,true
025fd600-7cc9-402e-999c-9052e9320b9f,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,480,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,9,0,9,24,true,true,true,true
026a2da5-06e5-4a2d-b64a-6976a8ea88ee,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,504,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,10,0,2,53,true,true,true,true
02894678-7465-4baa-9dc8-a3c4de1f8a92,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,830,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,16,0,8,48,true,true,true,true
03461760-d121-42a4-9a65-2a8099552f06,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,983,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,19,0,7,352,true,true,true,true
036fbe77-ebc4-4571-8fce-6f3c51c59ca7,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,976,ACTIVE_POISON_DEFENCE,680,false,0,0,1,255,1,0,19,0,5,1350,true,true,true,true
03e3a893-b787-4ffe-8e23-2e047f0c67eb,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,443,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,9,0,1,125,true,true,true,true
0402f3e9-ebde-41ca-9dd4-f9fe4d171656,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2022,기공 데미지 반사,626,false,0,17,1,255,3,1360,0,144,1,0,true,true,true,true
0418cba4-e680-405d-88e7-798996a5d93e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,385,ACTIVE_PHYSICAL_DEFENCE_UP,608,false,0,0,1,255,1,0,7,0,12,1350,true,true,true,true
044bb733-bafc-47fd-935a-40e299245d07,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,15,ACTIVE_DODGE_RATE_UP,619,false,0,4,2,255,1,0,1,0,0,55,false,false,false,false
04a1e3a7-76b5-475f-b67c-92c130d16709,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,68,ACTIVE_CONFUSE_TOLERANCE_UP,640,true,0,0,3,255,1,0,1,0,0,44,false,false,false,false
04a45bf9-a780-48c7-bf8d-309d6451a1dc,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,582,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,11,0,7,24,true,true,true,true
04edcf65-9f50-4baa-afc3-0234259e1e25,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,933,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,18,0,7,352,true,true,true,true
04ff1b7d-00e5-46c8-9119-8dd472710d3e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,351,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,7,0,5,10,true,true,true,true
05462610-b1bb-4503-99a8-2c15f95f12c6,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,629,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,12,0,8,53,true,true,true,true
0568a4ca-fff6-4289-bee9-8f0c5d475092,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,75,ACTIVE_CANDY_KEEPTIME_DOWN,647,true,0,0,25,255,1,0,1,0,0,4,false,false,false,false
0570a656-8d37-43a9-8d5d-8c017ad90028,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,602,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,11,0,12,352,true,true,true,true
05776483-d034-4ded-ac4e-e2ca347dd649,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,336,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,6,0,11,44,true,true,true,true
057ed1bc-7b94-41da-afa2-1641495959e2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1081,ACTIVE_WILD_OFFENCE_UP,674,false,0,0,3,255,1,0,21,0,2,41,true,true,true,true
059b635b-6402-4e70-a08b-bdc2e85b7105,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,325,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,6,0,9,21,true,true,true,true
05b7128f-2109-41ae-aa67-daf326ed538c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,765,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,15,0,4,53,true,true,true,true
0662db3c-59db-4600-99a2-ed30311c1996,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,289,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,5,0,11,53,true,true,true,true
06ea407f-09d3-4b82-9e1f-c3aa6e856aa2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1029,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,20,0,6,62,true,true,true,true
074057d5-58d2-40c3-88fc-93dd14b18bb6,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,155,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,1,0,5,104,true,true,true,true
0798cc51-742e-43c7-82f1-484aed991e8f,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,109,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,0,0,5,104,true,true,true,true
07a2f77a-669a-4a1f-8b5d-3ff5f5e63500,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,398,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,8,0,3,53,true,true,true,true
07a3a4ae-d77c-4098-a975-ac4d1c575f3d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,993,ACTIVE_STRANGE_DEFENCE_UP,622,false,0,0,5,255,1,0,19,0,8,20,true,true,true,true
07d9b301-11db-4f23-90ef-f668102fbd03,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,736,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,14,0,9,53,true,true,true,true
07ec25bd-24ed-4f8c-954b-9ca427093da2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,376,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,7,0,10,32,true,true,true,true
08039c65-c145-4d3d-bc4f-79157ee01821,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,912,ACTIVE_STOMACHACHE_KEEPTIME_DOWN,650,true,0,0,5,255,1,0,18,0,3,20,true,true,true,true
085ff027-b1ec-470d-b278-4c74b74839d4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,441,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,8,0,12,48,true,true,true,true
08675aae-929d-44f0-88d9-6ba4e4959063,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,537,ACTIVE_PHYSICAL_CRITICAL_DAMAGE_UP,658,false,0,0,4,255,1,0,10,0,10,28,true,true,true,true
0874fb70-e8dd-419a-9b84-2a978ff2e045,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,234,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,4,0,11,48,true,true,true,true
08856b15-ee89-48a8-853f-32b9aef5f10d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,572,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,11,0,6,125,true,true,true,true
0887b24f-5da5-43a6-ba35-6170be83c617,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,694,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,13,0,12,352,true,true,true,true
08f59a56-6662-44e7-a582-d9079518ed62,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,82,ACTIVE_BATTLE_ATTRIBUTE_UP,667,false,0,0,7,255,1,0,1,0,0,15,false,false,false,false
090a46b9-e875-48e7-b811-4c30e3163129,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,743,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,14,0,11,53,true,true,true,true
090d8f14-9f26-450d-8d38-d9185344f86f,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1017,ACTIVE_STONE_KEEPTIME_DOWN,646,true,0,0,5,255,1,0,20,0,4,20,true,true,true,true
091ac06b-5397-4218-b14f-e87f2b7e0f75,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1002,ACTIVE_ENERGY_DEFENCE_UP,609,false,0,0,1,255,1,0,20,0,2,1350,true,true,true,true
09562cfd-e50e-4fce-9738-c7bb77c27e5c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,99,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,0,0,3,53,true,true,true,true
0962123b-8c9b-499a-9d37-425b27dbd3fa,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,275,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,5,0,8,53,true,true,true,true
0977a8d9-865d-4016-9310-22b4b8512743,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1092,ACTIVE_CONFUSE_KEEPTIME_DOWN,645,true,0,0,5,255,1,0,22,0,2,20,true,true,true,true
09b16b61-6493-410f-8960-37bb919a5320,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,706,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,14,0,3,53,true,true,true,true
09e5bd65-fb08-44f8-9b08-7c92b78e448e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,455,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,9,0,4,24,true,true,true,true
0b21a9bf-7e8a-4e80-b83e-08115985d4bd,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,922,ACTIVE_MAX_LP_UP,603,false,0,0,1,255,1,0,18,0,5,2762,true,true,true,true
0b9f5034-845c-4060-9bf2-4a56d58d5c9e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,636,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,12,0,9,53,true,true,true,true
0bf5134a-b9dc-4aa1-b6b1-d866aa003a18,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,631,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,12,0,8,352,true,true,true,true
0c14c6ef-82c5-4b96-9eea-b57bc1e1d7cd,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,541,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,10,0,11,57,true,true,true,true
0c43f9ae-7b89-4cce-9eae-62c9184bd238,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,118,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,0,0,7,62,true,true,true,true
0c76b6c7-7c00-4c2f-91fb-6d399b5893e5,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,300,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,6,0,3,32,true,true,true,true
0c7ccb2f-73c5-47a7-8f65-8752b7369e6c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,194,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,4,0,2,21,true,true,true,true
0c868c23-74b4-41fa-b226-b3134ccaeaef,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,358,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,7,0,6,57,true,true,true,true
0cfa55d5-8d10-4776-814e-9f9a64c2fe3d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,299,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,6,0,3,53,true,true,true,true
0d74ecdd-a543-4a54-8a76-c3a935f4fd48,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,207,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,4,0,5,53,true,true,true,true
0d9545ce-a7b9-4a81-a430-bf6065d33d52,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,12,ACTIVE_CURSE_SUCCESS,630,false,0,3,1,255,1,0,1,0,0,247,false,false,false,false
0db02573-1f86-4bd6-9e30-4002541b6652,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2059,중독 방어력 증가,680,false,0,36,1,255,3,204,0,28,1,0,true,true,true,true
0ddc5db7-a368-46ff-a6bc-0f5865608676,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,56,ACTIVE_WILD_DEFENCE_UP,623,false,0,0,25,255,1,0,1,0,0,4,false,false,false,false
0df32f38-9a10-403c-9db2-ac03713836f4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,303,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,6,0,4,53,true,true,true,true
0e2d413e-b3c7-452d-b856-8662e26b06f2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2009,민첩 상승,613,false,0,8,1,255,3,800,0,10292,1,0,true,true,true,true
0e7bd425-7fef-4064-b32f-24d96a60eec0,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,333,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,6,0,11,57,true,true,true,true
0ecdbcdd-3967-4300-8313-b4423c508f48,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,964,ACTIVE_PARALYZE_KEEPTIME_DOWN,643,true,0,0,5,255,1,0,19,0,4,20,true,true,true,true
0edd9907-c317-4c70-8dc9-a7588af1cffd,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,209,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,4,0,5,104,true,true,true,true
0f048d90-3067-4816-9a30-4acf8681ed29,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,221,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,4,0,8,53,true,true,true,true
0f1e7d51-3bd5-461f-8283-7edcc3f579f4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1004,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,20,0,2,62,true,true,true,true
0f42112f-d976-4569-b4f3-dd60dd249453,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,766,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,15,0,4,44,true,true,true,true
0f562389-4807-42b6-b2a7-c699db943070,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1064,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,21,0,1,44,true,true,true,true
0f836685-b74a-466a-8012-300b96223e92,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,570,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,11,0,5,125,true,true,true,true
0fa1dd89-fdcd-4783-a8ba-2f0362175f50,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,962,ACTIVE_STOMACHACHE_KEEPTIME_DOWN,650,true,0,0,5,255,1,0,19,0,3,20,true,true,true,true
1003a89e-6c61-4f25-aa61-60e554ebd035,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1096,ACTIVE_BLEEDING_KEEPTIME_DOWN,648,true,0,0,5,255,1,0,22,0,3,20,true,true,true,true
101faa4c-2083-4631-87d5-7c5d6c48cdc3,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,361,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,7,0,6,32,true,true,true,true
10531b8a-1ccb-4b7d-a4d1-b80abb6f79b0,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,819,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,16,0,6,104,true,true,true,true
10558223-acaa-4e30-bc87-b0719bf0203e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,810,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,16,0,4,32,true,true,true,true
106268db-d6ea-4131-bdc0-b44374e12629,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,143,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,1,0,3,104,true,true,true,true
10a9756a-dfe0-45e0-8427-fff194671780,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,63,ACTIVE_BARRIER,637,false,0,0,1,255,1,0,1,0,0,125,false,false,false,false
10b356c4-38d7-458f-b0dc-1a9e15511a87,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1068,ACTIVE_STRANGE_OFFENCE_UP,673,false,0,0,3,255,1,0,21,0,1,41,true,true,true,true
10b44ddc-fc6c-4503-9bc5-a82a47de3696,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1105,ACTIVE_FUNNY_OFFENCE_UP,676,false,0,0,3,255,1,0,22,0,4,41,true,true,true,true
10f07f9d-14f5-41c0-a73e-2d41b28ea2c3,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,746,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,14,0,11,62,true,true,true,true
11896a66-bb40-47bc-8963-47b17821e171,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,444,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,9,0,1,57,true,true,true,true
11a13b86-4316-45bc-a033-4c258ebf0289,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,693,ACTIVE_PHYSICAL_DEFENCE_UP,608,false,0,0,1,255,1,0,13,0,12,1350,true,true,true,true
11af3186-8729-4d6c-ab59-e23e959673ad,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,311,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,6,0,6,104,true,true,true,true
11ccf24a-3454-4f2c-80cd-0a25a639f3d4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2057,데미지를 받을 때 % 만큼 EP 회복,678,false,0,35,1,255,3,1020,0,12300,1,0,true,true,true,true
12777e99-79b5-4f25-b094-cff0463c2471,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,939,ACTIVE_PHYSICAL_DEFENCE_UP,608,false,0,0,1,255,1,0,18,0,8,1350,true,true,true,true
12a6eeec-7b78-41cb-b05f-82e8d66f2a06,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1072,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,21,0,2,125,true,true,true,true
13166d4c-e682-41f5-a762-ca682d16ed31,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,215,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,4,0,6,32,true,true,true,true
139e2200-c179-4e68-9d69-c3b5c77fa778,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,407,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,8,0,5,53,true,true,true,true
13aa56c7-19a7-471a-a500-d53715945368,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,483,ACTIVE_PHYSICAL_CRITICAL_DAMAGE_UP,658,false,0,0,4,255,1,0,9,0,10,28,true,true,true,true
13d2f81a-b3cd-4179-93ba-0486310b519e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,520,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,10,0,6,57,true,true,true,true
